date,open,close,low
2022-05-31 11:59:59.999,43920.26000000,43912.09000000,43839.66000000
2022-05-31 12:59:59.999,43890.00000000,44118.46000000,43857.14000000
2022-05-31 13:59:59.999,44108.83000000,44200.39000000,44029.27000000
2022-05-31 14:59:59.999,44191.96000000,44078.31000000,44055.76000000
2022-05-31 15:59:59.999,44109.80000000,44013.98000000,43967.96000000
2022-05-31 16:59:59.999,43994.24000000,43854.03000000,43724.98000000
2022-05-31 17:59:59.999,43865.57000000,43930.65000000,43837.11000000
2022-05-31 18:59:59.999,43937.56000000,43940.48000000,43911.50000000
2022-05-31 19:59:59.999,43946.76000000,43900.05000000,43809.95000000
2022-05-31 20:59:59.999,43897.28000000,44064.75000000,43869.65000000
2022-05-31 21:59:59.999,44063.39000000,44260.37000000,44041.63000000
2022-05-31 22:59:59.999,44251.03000000,44133.09000000,43995.41000000
2022-05-31 23:59:59.999,44144.21000000,43697.99000000,43500.00000000
2022-06-01 00:59:59.999,43699.72000000,44151.57000000,43495.70000000
2022-06-01 01:59:59.999,44141.10000000,44600.49000000,43974.71000000
2022-06-01 02:59:59.999,44589.52000000,44743.48000000,44308.11000000
2022-06-01 03:59:59.999,44735.35000000,44653.84000000,44384.37000000
2022-06-01 04:59:59.999,44622.76000000,44097.58000000,43500.01000000
2022-06-01 05:59:59.999,44074.25000000,44070.23000000,43953.32000000
2022-06-01 06:59:59.999,44074.70000000,44260.02000000,43948.17000000
2022-06-01 07:59:59.999,44268.13000000,44172.57000000,44076.02000000
2022-06-01 08:59:59.999,44112.24000000,44381.28000000,44079.14000000
2022-06-01 09:59:59.999,44380.00000000,44260.58000000,44230.74000000
2022-06-01 10:59:59.999,44263.34000000,44380.83000000,44085.62000000
